# Endlink Bedrock block joining faces. Generated: do not edit by hand.
#
# One line per Bedrock block state that a fence, glass pane, iron or copper bar or wall reaches out
# to, and nothing for the ones none of them touch. The id is the hashed block network id a 1.26.40 to
# 1.26.45 backend sends; the word is sixteen bits, one per side and joining kind, laid out exactly as
# Java's own rule answers it: bit (side * 4 + kind) is set when a joining block of that kind standing
# on that side of this block reaches it. Sides are north, south, west, east in that order, and the
# kinds are 0 wooden fence, 1 glass pane and bar, 2 wall, 3 nether brick fence.
#
# Provenance. The facts are Java's, because 1.26.50's minecraft:connection_* states exist for parity
# with Java, and they were extracted by running the official Java server's own connectsTo and
# attachsTo against its own registry for every block state on every side - not by restating the rule.
# That extraction, and the Bedrock-to-Java block-state mapping used to key it by Bedrock id, are both
# Apache-2.0 generated artifacts of the viaendlink-next project:
#
#   viaendlink-next  java-protocol-latest/.../java-776-connections.txt   (tools/GenerateJava776Connections.java)
#   viaendlink-next  endlink-plugin/.../bedrock-2168-blocks.txt          (tools/GenerateBedrockBlockMapping.java)
#
# whose own inputs are Mojang's official Java server and block report, CloudburstMC/Data's Bedrock
# 2168 block palette (Apache-2.0) and GeyserMC/mappings (MIT). No GPL-licensed work is involved at
# any step, which the licence separation in WORKSPACE.md requires.
#
# Checked on generation against blocks whose answer is known from Java's source: stone, dirt and
# glass are reached on all four sides by every kind; barrier is reached by none, because Java's
# isExceptionForConnection excludes it; an oak fence is reached by fences and by nothing else; and a
# glass pane is reached by panes and walls but never by a fence.
bedrock 2169
kinds 4
faces 8593
face 708515752 6666
face 708666695 6666
face 709144908 6666
face 710648709 000f
face 710778793 6666
face 710895437 6666
face 711286534 6666
face 711477434 6666
face 712364701 6666
face 713252749 0f00
face 714129653 6666
face 715398797 6666
face 715931163 6666
face 716420649 6666
face 716450202 dd00
face 716590662 6666
face 717006837 6666
face 717533764 6666
face 719371156 0f00
face 719397525 0f00
face 719775457 6666
face 719876331 6666
face 720598862 6666
face 720990686 6666
face 721399956 0f00
face 721813261 6666
face 721819730 6666
face 721935685 ffff
face 721953605 ffff
face 722063547 6666
face 722226747 f000
face 722267859 00f0
face 722879194 6666
face 722886017 6666
face 723127930 ffff
face 723701985 6666
face 724692544 6666
face 725165163 ffff
face 725179000 6666
face 725615467 ffff
face 725971056 6666
face 726086139 6666
face 726452079 6666
face 726515403 6666
face 726519317 6666
face 726850521 0f00
face 727474727 6666
face 728288428 ffff
face 728530610 6666
face 729179573 6666
face 730113485 000f
face 730171017 6666
face 730478692 6666
face 730818567 6666
face 731386869 000f
face 732058231 6666
face 732270403 0f00
face 733433718 0f00
face 734153332 6666
face 734297694 6666
face 736953349 6666
face 737930014 6666
face 738354955 6666
face 738865184 6666
face 739126708 6666
face 739363523 6666
face 739853304 6666
face 740497883 ffff
face 741046019 ffff
face 741872355 ffff
face 742123472 6666
face 742199778 6666
face 742258982 dd00
face 743456518 0f00
face 743475957 6666
face 743659220 f000
face 743992047 f000
face 744009499 6666
face 744110247 6666
face 746523185 6666
face 746526990 6666
face 746559607 6666
face 746886374 6666
face 747527561 6666
face 747652324 6666
face 747755321 ffff
face 747837132 f000
face 748212294 6666
face 748823318 6666
face 749519925 6666
face 749571807 f000
face 749826623 ffff
face 750201591 6666
face 750549239 6666
face 750681511 6666
face 750863747 6666
face 751499742 6666
face 751636302 ffff
face 751857269 f000
face 752155366 f000
face 752196047 6666
face 752308637 ffff
face 752483363 6666
face 752525931 6666
face 752740098 ffff
face 753101170 6666
face 753118583 00f0
face 753386256 6666
face 753550663 ffff
face 753916320 6666
face 754126295 6666
face 755228758 6666
face 755388284 6666
face 756658789 6666
face 756778390 6666
face 757339003 6666
face 757707170 ffff
face 758169722 6666
face 758980099 6666
face 759606025 6666
face 759777009 6666
face 760466702 f000
face 760729705 6666
face 761630168 ffff
face 761677869 6666
face 762859588 6666
face 763145161 6666
face 764042440 ffff
face 764113196 6666
face 764434664 6666
face 765019168 6666
face 765355724 6666
face 765483881 dd00
face 765623742 6666
face 766098402 6666
face 766236198 0f00
face 766463251 6666
face 767191829 6666
face 767383522 6666
face 767904988 6666
face 768093366 0f00
face 769138323 6666
face 769338545 6666
face 769879805 ffff
face 769972081 6666
face 770369380 ffff
face 771597317 6666
face 772625594 ffff
face 774485016 6666
face 775529580 6666
face 776227178 6666
face 776448556 6666
face 777701694 ffff
face 778309841 6666
face 779356720 6666
face 779613142 6666
face 779657033 ffff
face 779870688 6666
face 780099145 6666
face 780445270 6666
face 780872348 0f00
face 781621781 6666
face 783410508 ffff
face 783701570 0f00
face 784602753 ffff
face 784950742 6666
face 785002183 000f
face 785018132 ffff
face 786210444 6666
face 786639986 ffff
face 787090290 ffff
face 787208238 6666
face 787413515 ffff
face 787716250 ffff
face 787722030 6666
face 788224734 6666
face 788325344 0f00
face 789117593 f000
face 789173318 6666
face 789394404 6666
face 789729334 6666
face 789872356 6666
face 790125098 1111
face 791000825 6666
face 791771132 6666
face 792103611 ffff
face 792420280 f000
face 792775553 6666
face 793230011 6666
face 793504035 ffff
face 793722419 6666
face 794531530 0f00
face 794648113 6666
face 795273318 6666
face 795498282 6666
face 795549761 6666
face 796116704 6666
face 796207761 000f
face 797048611 6666
face 797100880 6666
face 797802271 ffff
face 798485722 6666
face 799364000 6666
face 800030127 6666
face 800152590 6666
face 801972706 ffff
face 802223663 6666
face 802520842 ffff
face 803347178 ffff
face 804156414 6666
face 804169282 6666
face 804931341 0f00
face 805306181 6666
face 805466870 f000
face 805481283 00f0
face 805546967 6666
face 805637099 ffff
face 806381315 000f
face 807437798 6666
face 808256970 6666
face 808478718 6666
face 808724629 6666
face 809230144 ffff
face 810172042 6666
face 810350054 6666
face 810410291 6666
face 810626805 6666
face 810667671 6666
face 810751139 6666
face 810858960 6666
face 811072115 ffff
face 811151825 6666
face 811567861 6666
face 812177415 6666
face 812282537 6666
face 813332092 f000
face 813630189 f000
face 813783460 ffff
face 814159890 6666
face 814593406 00f0
face 815452906 6666
face 817077826 6666
face 817813371 6666
face 818063524 6666
face 818258753 6666
face 819112871 0f00
face 819124398 f000
face 819244674 6666
face 819364591 6666
face 819628293 6666
face 821115836 6666
face 821329008 6666
face 821941525 f000
face 824267324 6666
face 825271540 00f0
face 825485455 6666
face 825508852 6666
face 825916963 ffff
face 826109438 ffff
face 827308423 6666
face 827711021 0f00
face 828476136 6666
face 828619398 6666
face 828670663 00f0
face 829243274 6666
face 829460939 6666
face 829568189 00f0
face 829884840 6666
face 830063743 ffff
face 830116967 6666
face 831354628 ffff
face 831606358 6666
face 832039358 6666
face 832568857 ffff
face 833755855 00f0
face 833772541 6666
face 834202646 6666
face 835948726 6666
face 836187565 6666
face 836710981 6666
face 837813894 6666
face 837956820 6666
face 838088396 6666
face 838367131 00dd
face 839185990 6666
face 839266572 6666
face 839801322 6666
face 840233022 6666
face 840917151 0f00
face 841645346 6666
face 841750353 6666
face 842521249 6666
face 843114431 6666
face 843298519 ffff
face 843309428 6666
face 843396311 6666
face 843400904 6666
face 844036178 6666
face 844528084 6666
face 844708024 6666
face 845176393 00f0
face 846077576 ffff
face 846365190 6666
face 846477006 00f0
face 847604881 6666
face 848114809 ffff
face 848565113 ffff
face 849515040 6666
face 850052590 6666
face 850053242 ffff
face 850080038 6666
face 851385931 00dd
face 851617942 6666
face 851734330 6666
face 851842818 6666
face 851870431 6666
face 851981535 6666
face 852744228 6666
face 852889534 6666
face 853578434 ffff
face 853899322 6666
face 853962937 6666
face 854181213 0f00
face 854928037 ffff
face 856224836 6666
face 856547681 6666
face 858279669 6666
face 858454127 000f
face 858932922 6666
face 858997216 6666
face 859231513 6666
face 859286951 f000
face 859357296 ffff
face 859517917 6666
face 861143722 6666
face 861160854 6666
face 861713426 6666
face 862924142 00dd
face 863215907 ffff
face 863464550 6666
face 863995665 ffff
face 864084867 6666
face 864786399 6666
face 864822001 ffff
face 865013268 6666
face 865175035 6666
face 865278424 6666
face 865304551 ffff
face 866406164 0f00
face 866941693 f000
face 866956106 00f0
face 867349882 ffff
face 867404052 6666
face 867745906 6666
face 868123246 ffff
face 868404193 6666
face 870611548 6666
face 871616717 6666
face 872211685 6666
face 872604999 6666
face 872655865 6666
face 873562719 6666
face 873624276 6666
face 875105012 f000
face 875253292 6666
face 875374183 6666
face 875381786 6666
face 876068229 00f0
face 876602226 6666
face 877751583 6666
face 878057830 f000
face 879560644 6666
face 879754758 000f
face 880351683 6666
face 880927770 6666
face 882176459 00f0
face 882745355 f000
face 882906254 ffff
face 883416348 f000
face 884317522 6666
face 885859518 6666
face 886548677 6666
face 887255924 6666
face 889185844 0f00
face 889717288 6666
face 890114632 6666
face 890294741 6666
face 890413206 ffff
face 891043012 000f
face 891538566 ffff
face 892110778 6666
face 892186821 6666
face 892510473 6666
face 892742930 6666
face 893312588 6666
face 894261230 6666
face 894408674 0f00
face 894753366 ffff
face 895493563 6666
face 895500866 ffff
face 896089001 6666
face 897089795 000f
face 897279042 6666
face 897297669 6666
face 897503671 6666
face 898538159 6666
face 898881049 f000
face 900242176 6666
face 900451491 6666
face 900608911 6666
face 901996468 6666
face 902179841 0f00
face 902542205 000f
face 902568495 ffff
face 902879195 6666
face 903432703 6666
face 904458630 6666
face 904773342 ffff
face 904815758 6666
face 905311598 6666
face 905455898 6666
face 905661288 0f00
face 906006442 6666
face 906320597 ffff
face 906651216 000f
face 906817786 00dd
face 907202169 6666
face 907458002 dd00
face 907951829 0f00
face 908145766 6666
face 908241012 6666
face 908369677 6666
face 909549633 0f00
face 909589632 ffff
face 909727900 6666
face 909882527 6666
face 910039936 ffff
face 910726258 f000
face 912352833 6666
face 912965081 6666
face 914599251 ffff
face 915053257 ffff
face 915385037 6666
face 916237631 dd00
face 917855057 6666
face 917925391 6666
face 918004242 6666
face 918077095 6666
face 918202831 6666
face 918261656 6666
face 918896631 00f0
face 919038396 6666
face 919423496 ffff
face 919692269 f000
face 919928950 000f
face 921494971 6666
face 921787128 6666
face 922495761 6666
face 922699269 f000
face 923047845 6666
face 924256979 ffff
face 924703561 6666
face 924710054 6666
face 924804172 6666
face 925470488 ffff
face 925629167 0f00
face 926296824 ffff
face 926795281 6666
face 926979998 6666
face 927135337 00f0
face 927439607 6666
face 927668178 ffff
face 928284817 6666
face 928416516 f000
face 928430929 00f0
face 928815926 6666
face 929707536 6666
face 930161478 6666
face 931831668 6666
face 932008429 6666
face 932201183 f000
face 932716993 6666
face 932808958 ffff
face 933213195 ffff
face 933217053 6666
face 934134735 00f0
face 936111006 6666
face 937292596 6666
face 937475507 000f
face 937543052 00f0
face 937932241 6666
face 938195299 6666
face 938295549 6666
face 938424878 6666
face 938849686 6666
face 938939453 6666
face 939251353 00dd
face 939977695 6666
face 940457753 000f
face 941516762 6666
face 942331196 dd00
face 942847868 00f0
face 942972015 00dd
face 943778225 6666
face 943778760 00f0
face 943782868 6666
face 943967830 6666
face 943985561 ffff
face 944025335 6666
face 944401169 6666
face 946851911 6666
face 947136075 f000
face 947448538 6666
face 947644691 00f0
face 948683754 6666
face 948948255 0f00
face 949975478 6666
face 949994374 6666
face 950287826 ffff
face 950855736 6666
face 951124252 6666
face 951841941 6666
face 952154344 6666
face 952465960 ffff
face 952859492 6666
face 953013389 ffff
face 953346981 6666
face 953873183 6666
face 953987714 6666
face 955258704 6666
face 955388627 f000
face 955899841 6666
face 956661457 6666
face 958079737 6666
face 958607263 00f0
face 959037757 6666
face 959755375 6666
face 959831624 6666
face 962902268 6666
face 963574481 000f
face 963851578 6666
face 963991650 6666
face 964821275 00f0
face 964983028 f000
face 965048172 6666
face 966248165 ffff
face 966260771 ffff
face 966322368 6666
face 967691179 6666
face 968109698 0f00
face 968182686 6666
face 968350199 6666
face 968903532 6666
face 969045440 ffff
face 969426652 f000
face 971503184 6666
face 971852595 6666
face 972291048 6666
face 972707465 6666
face 973094304 6666
face 973206152 6666
face 973836165 ffff
face 974117807 6666
face 975248183 6666
face 975448046 ffff
face 975612053 6666
face 976304347 6666
face 976528080 ffff
face 976881179 ffff
face 977577367 6666
face 978626363 000f
face 979545983 6666
face 980001742 6666
face 981403773 000f
face 981620885 ffff
face 981683392 6666
face 982181632 6666
face 982328139 0f00
face 983203676 6666
face 983348452 6666
face 984768291 6666
face 985900240 ffff
face 985928156 6666
face 986128813 6666
face 986330401 6666
face 987064431 6666
face 987103990 f000
face 987334238 6666
face 988785553 dd00
face 989209223 00f0
face 989492706 6666
face 989905752 00f0
face 990031406 000f
face 990256363 6666
face 991291636 6666
face 991864649 ffff
face 991962724 6666
face 992036404 6666
face 992167477 6666
face 992588048 6666
face 993209936 6666
face 994207970 ffff
face 994688018 ffff
face 995609558 00f0
face 996027394 6666
face 996525349 6666
face 996956912 000f
face 997365131 6666
face 998578640 6666
face 998868038 6666
face 998950330 00f0
face 999374786 6666
face 999375935 000f
face 1000195481 6666
face 1000301127 ffff
face 1000604951 6666
face 1001558171 6666
face 1002069431 6666
face 1004275374 00dd
face 1004678463 00f0
face 1005520490 6666
face 1006007183 ffff
face 1006525228 00dd
face 1007669688 6666
face 1008318456 6666
face 1008610898 0f00
face 1008808619 6666
face 1009317318 6666
face 1009822285 000f
face 1010423078 f000
face 1010545259 6666
face 1011923668 6666
face 1012117963 ffff
face 1012209451 6666
face 1012329635 6666
face 1013641639 6666
face 1014488212 ffff
face 1014633093 ffff
face 1014956299 ffff
face 1015779097 ffff
face 1016433058 6666
face 1018125170 6666
face 1018353841 ffff
face 1019525498 6666
face 1019854814 ffff
face 1020241116 0f00
face 1020570755 ffff
face 1020616904 6666
face 1020701774 6666
face 1022084951 ffff
face 1022669535 6666
face 1023211660 6666
face 1023431017 6666
face 1023450055 6666
face 1023732144 000f
face 1024173813 6666
face 1024511763 6666
face 1024529201 6666
face 1024857315 ffff
face 1025569707 ffff
face 1026853853 6666
face 1027568538 6666
face 1027722988 ffff
face 1028008092 6666
face 1028195720 6666
face 1028934188 ffff
face 1030743635 6666
face 1030746814 00f0
face 1032525322 6666
face 1032606796 6666
face 1032640524 6666
face 1033163698 6666
face 1035078676 ffff
face 1036030310 6666
face 1036524128 ffff
face 1037647315 6666
face 1037857084 6666
face 1038740389 6666
face 1039164585 6666
face 1039538364 6666
face 1039878610 6666
face 1040807833 00f0
face 1041212874 ffff
face 1041700820 0f00
face 1041828787 6666
face 1042733840 00f0
face 1042878596 000f
face 1043394261 ffff
face 1043802962 f000
face 1044088442 6666
face 1044255438 6666
face 1044472041 6666
face 1045970063 00dd
face 1046232798 6666
face 1047475280 ffff
face 1048578813 000f
face 1049497662 6666
face 1049514107 ffff
face 1050389470 6666
face 1050684046 00f0
face 1051390128 0f00
face 1051498658 ffff
face 1051693600 00dd
face 1052794029 6666
face 1053946263 f000
face 1054575831 ffff
face 1054618386 6666
face 1055929607 ffff
face 1056126045 6666
face 1056162841 ffff
face 1056246496 6666
face 1057084381 00f0
face 1057459442 00dd
face 1058853435 6666
face 1059442202 ffff
face 1059590496 6666
face 1059661989 6666
face 1060425153 0f00
face 1060622528 ffff
face 1060819078 000f
face 1060850758 00f0
face 1061558062 6666
face 1062605350 6666
face 1062777404 6666
face 1062859389 ffff
face 1063534460 6666
face 1063959733 ffff
face 1064857478 6666
face 1065767335 6666
face 1065803262 6666
face 1066153286 000f
face 1066782739 6666
face 1067482006 ffff
face 1068231712 6666
face 1068714754 6666
face 1069068886 ffff
face 1069435930 000f
face 1070085721 00f0
face 1071123436 6666
face 1071348617 ffff
face 1071398502 ffff
face 1071581843 ffff
face 1071897901 000f
face 1072270239 ffff
face 1072946367 0f00
face 1073477163 6666
face 1074298522 6666
face 1074756176 6666
face 1075040642 f000
face 1075345962 ffff
face 1075364060 ffff
face 1076408322 6666
face 1076700606 6666
face 1077242782 ffff
face 1077253920 ffff
face 1077479983 6666
face 1078463695 6666
face 1079584491 6666
face 1080179000 00f0
face 1080461542 6666
face 1080598052 6666
face 1080727706 ffff
face 1081182479 00f0
face 1081783713 6666
face 1082335937 000f
face 1082615835 6666
face 1083706317 ffff
face 1083868651 000f
face 1084213349 6666
face 1085417648 6666
face 1088035960 6666
face 1088088630 6666
face 1088611460 6666
face 1088790092 6666
face 1089197811 ffff
face 1089248775 6666
face 1089706729 6666
face 1090997070 6666
face 1091416264 6666
face 1091928217 6666
face 1092297996 6666
face 1092675024 6666
face 1092855370 ffff
face 1093316083 6666
face 1093689636 6666
face 1093741488 00f0
face 1094161097 6666
face 1094638276 ffff
face 1094800425 6666
face 1095975851 6666
face 1096081978 f000
face 1096165745 ffff
face 1096585242 6666
face 1097065795 6666
face 1097217039 6666
face 1097762796 6666
face 1098065002 6666
face 1098217849 6666
face 1098843279 ffff
face 1099051358 ffff
face 1099294819 ffff
face 1099304198 00f0
face 1099468747 6666
face 1101308960 6666
face 1102282656 000f
face 1102372245 6666
face 1102580657 6666
face 1102888794 6666
face 1103670450 000f
face 1104382434 6666
face 1105277785 000f
face 1106799372 6666
face 1107410813 6666
face 1107732885 00f0
face 1107983703 6666
face 1109008074 6666
face 1110053636 00f0
face 1111676894 6666
face 1112158869 00f0
face 1113608855 ffff
face 1113619578 6666
face 1114761569 ffff
face 1115867885 6666
face 1116660076 6666
face 1117117813 6666
face 1117486457 ffff
face 1117637664 ffff
face 1117720546 ffff
